"Applicant_ID","Month","Monthly_Income","Annual_Income","Employment_Status","House_Status","Employment_History_Years","Online_Spending_Behavior_Score","Utility_Bill_Payment_Score","Number_of_Open_Accounts","Credit_History_Years","Food_Expense","Transportation_Expense","Home_Utility_Expense","Shopping_Expense","Environmental_Spending","Loan_Amount_Requested","Loan_Term","Purpose","Approval_Status"
414,10,3846.94702319102,47000,"part time","Own",14,79,66,10,13,482.481542703488,243.619889114643,309.205129994838,753.878688261491,155.513774976028,NA,NA,NA,NA
414,11,4291.65016472495,47000,"part time","Own",14,79,66,10,13,1035.19507961676,620.98218065246,295.628877128586,1035.20673970437,103.745904094046,NA,NA,NA,NA
414,12,4261.01721730859,47000,"part time","Own",14,79,66,10,13,592.147348873452,259.932500436966,412.673714613781,574.97379239364,89.8971190781107,5955.13613671064,9,"Debt Consolidation","Rejected"
415,1,5273.07160720229,64000,"full time","Own",20,5,47,9,8,765.119424129745,645.052148918597,365.100816190391,1008.88319740335,160.553602257832,NA,NA,NA,NA
415,2,5139.14428154627,64000,"full time","Own",20,5,47,9,8,1146.53383756094,399.833661284319,383.942340194662,800.71103454189,250.650046881914,NA,NA,NA,NA
415,3,4802.55656068524,64000,"full time","Own",20,5,47,9,8,1268.8786266367,682.377487429522,457.283918105003,1134.41841852845,122.001020756813,NA,NA,NA,NA
415,4,5084.63346138597,64000,"full time","Own",20,5,47,9,8,558.277403795002,500.93000522776,286.607518673553,822.434358909697,90.7531420587843,NA,NA,NA,NA
415,5,5071.81652635336,64000,"full time","Own",20,5,47,9,8,810.915800083475,416.434452994601,272.894231308032,948.861455092518,166.455718801743,NA,NA,NA,NA
415,6,5049.65252379576,64000,"full time","Own",20,5,47,9,8,613.994805363672,470.453211721842,347.562657578887,912.121730061622,164.578449024481,NA,NA,NA,NA
415,7,4988.73828028639,64000,"full time","Own",20,5,47,9,8,1410.26382668251,492.600158691592,324.497426406492,598.219600957678,97.0690020809543,NA,NA,NA,NA
415,8,5161.92462320129,64000,"full time","Own",20,5,47,9,8,522.579485882805,343.375581058573,338.954804240684,1227.10758463237,223.645714212197,NA,NA,NA,NA
415,9,5118.78555392226,64000,"full time","Own",20,5,47,9,8,596.83378161866,294.17412967784,353.181670378424,796.278837026744,189.967712349819,NA,NA,NA,NA
415,10,5312.80651763082,64000,"full time","Own",20,5,47,9,8,1582.62535970169,358.781669709036,281.287542121823,1236.10260931668,91.6321460126108,NA,NA,NA,NA
415,11,5620.37739406029,64000,"full time","Own",20,5,47,9,8,1154.17896363003,718.593786001257,522.034131681921,619.147403303371,130.466663495584,NA,NA,NA,NA
415,12,5352.1893752118,64000,"full time","Own",20,5,47,9,8,1406.40363240699,424.096181564853,315.250338638652,712.895737966984,266.969362523878,12156.7369214725,10,"Medical Expenses","Rejected"
416,1,3154.07638930871,35000,"part time","Rented",3,52,54,10,16,531.902845549385,427.039626197207,270.30103408477,362.731195079753,148.140781817577,NA,NA,NA,NA
416,2,2758.99525037191,35000,"part time","Rented",3,52,54,10,16,769.087115348415,294.998696055438,259.76204645575,539.715382936613,34.174206115613,NA,NA,NA,NA
416,3,2742.24878164629,35000,"part time","Rented",3,52,54,10,16,814.579303002893,406.487547776996,210.433786647366,385.080806327486,58.0332739045046,NA,NA,NA,NA
416,4,2686.82582676411,35000,"part time","Rented",3,52,54,10,16,436.579276579345,269.421827487979,204.728452280014,573.693519494105,59.386466975657,NA,NA,NA,NA
416,5,3017.81885331729,35000,"part time","Rented",3,52,54,10,16,665.340951093423,290.330995979013,296.995775614826,499.037442571826,143.607075909051,NA,NA,NA,NA
416,6,2711.59210783662,35000,"part time","Rented",3,52,54,10,16,342.988787925579,275.394890065207,173.348276789555,308.439613689239,69.9684837043662,NA,NA,NA,NA
416,7,3049.72301363402,35000,"part time","Rented",3,52,54,10,16,541.50278237535,176.710987432329,266.329894267059,715.143774180033,48.8740209440545,NA,NA,NA,NA
416,8,2685.1990748158,35000,"part time","Rented",3,52,54,10,16,769.770197751564,235.538397429616,238.055809549203,502.360306159378,43.8617246593081,NA,NA,NA,NA
416,9,2763.08058116895,35000,"part time","Rented",3,52,54,10,16,449.361294807818,184.631436965305,261.172093245932,667.139375875408,120.807829189807,NA,NA,NA,NA
416,10,3026.85681839163,35000,"part time","Rented",3,52,54,10,16,517.748320822047,227.273775206042,195.044364899107,489.97479368608,68.1955341552285,NA,NA,NA,NA
416,11,2852.53948314736,35000,"part time","Rented",3,52,54,10,16,745.070151821853,396.760484743551,255.713351929839,293.570981793429,94.3321578374262,NA,NA,NA,NA
416,12,2636.25980426635,35000,"part time","Rented",3,52,54,10,16,526.606813387764,225.412621145888,148.79019793333,421.035541272261,111.68300550959,10859.8604099825,18,"Medical Expenses","Rejected"
417,1,8463.08967779623,99000,"part time","Rented",2,56,45,9,3,1125.5439635027,686.152822275017,463.985483262766,1370.99503932074,143.57529840797,NA,NA,NA,NA
417,2,7984.90979284979,99000,"part time","Rented",2,56,45,9,3,2154.69443834882,1106.64859230018,442.994384350002,804.682353792672,144.894621982419,NA,NA,NA,NA
417,3,7808.9411019464,99000,"part time","Rented",2,56,45,9,3,935.457452887448,1098.65140281959,720.833291066612,1652.56329862409,211.822309618605,NA,NA,NA,NA
417,4,8880.12427075301,99000,"part time","Rented",2,56,45,9,3,2432.30986357502,753.052628111847,453.839187885346,1047.85146226648,319.741826893372,NA,NA,NA,NA
417,5,8618.38792792987,99000,"part time","Rented",2,56,45,9,3,1807.84259450846,580.662987941235,570.49778253619,994.14568813515,350.880774610996,NA,NA,NA,NA
417,6,8248.02440979984,99000,"part time","Rented",2,56,45,9,3,2234.58730180693,856.189990330305,629.908429289057,1580.60745026975,193.938449950885,NA,NA,NA,NA
417,7,7870.20955632906,99000,"part time","Rented",2,56,45,9,3,2132.12523959458,940.332931113802,499.114601341224,1072.95993175157,272.2088467505,NA,NA,NA,NA
417,8,8055.37394396961,99000,"part time","Rented",2,56,45,9,3,2369.83705831039,1134.91760099624,711.410805155553,953.082352193146,145.20140482647,NA,NA,NA,NA
417,9,7805.46290811617,99000,"part time","Rented",2,56,45,9,3,1397.74372733073,968.362986960059,501.818627777229,780.933278068736,209.666224148638,NA,NA,NA,NA
417,10,8670.84745313041,99000,"part time","Rented",2,56,45,9,3,2225.33559840323,671.822426081945,595.984377715668,1591.63974203585,125.04608206593,NA,NA,NA,NA
417,11,7863.35970070213,99000,"part time","Rented",2,56,45,9,3,2087.41588028899,726.009645912688,486.906591934168,1289.14918968626,278.908209834416,NA,NA,NA,NA
417,12,7461.3228767761,99000,"part time","Rented",2,56,45,9,3,861.751818789785,779.031610865924,586.998044409109,1146.11073226187,113.724907770269,43116.6658946313,19,"Medical Expenses","Rejected"
418,1,4954.64025090138,64000,"part time","Rented",16,52,54,1,4,531.37644471944,497.749804115781,448.048291819227,775.875164368229,159.293347262012,NA,NA,NA,NA
418,2,4819.18347428242,64000,"part time","Rented",16,52,54,1,4,1345.99439556651,254.142584499274,289.849145757438,716.232989522863,104.641105925051,NA,NA,NA,NA
418,3,4913.82267648975,64000,"part time","Rented",16,52,54,1,4,897.812759835891,417.329166499175,467.452089227604,793.695614939545,93.6522590254033,NA,NA,NA,NA
418,4,5634.74494939049,64000,"part time","Rented",16,52,54,1,4,589.52681523262,745.646653909255,418.808969574833,1222.37864335102,78.2879726502123,NA,NA,NA,NA
418,5,5758.72546434402,64000,"part time","Rented",16,52,54,1,4,933.977702415169,762.170855440407,523.981233347516,1090.49413031885,267.73904164263,NA,NA,NA,NA
418,6,5099.36300391952,64000,"part time","Rented",16,52,54,1,4,1163.76653317112,587.61797148915,408.662668735957,839.621019755361,128.243273710442,NA,NA,NA,NA
418,7,5610.88215808074,64000,"part time","Rented",16,52,54,1,4,1416.45867654513,380.72878728074,486.742281454243,1033.62581353172,257.767605203928,NA,NA,NA,NA
418,8,5759.49654430151,64000,"part time","Rented",16,52,54,1,4,1568.19533454777,767.10403376517,424.35878034525,977.505209387873,250.684585137628,NA,NA,NA,NA
418,9,5704.24076343576,64000,"part time","Rented",16,52,54,1,4,1686.13883383793,369.060711576628,345.647940665545,1370.19648883326,260.167259744556,NA,NA,NA,NA
418,10,5787.5575825572,64000,"part time","Rented",16,52,54,1,4,1482.36088146699,752.201436374012,468.711946106674,1244.72711453552,199.184278112125,NA,NA,NA,NA
418,11,4918.32521855831,64000,"part time","Rented",16,52,54,1,4,901.091716692035,531.543838383275,327.437055702538,912.58373112899,140.534982097292,NA,NA,NA,NA
418,12,5426.20623509089,64000,"part time","Rented",16,52,54,1,4,1140.29433149019,699.962295593904,292.888200550336,1015.1594616936,201.673934887847,10842.0214928919,14,"Home Improvement","Approved"
419,1,2283.50708917715,27000,"part time","Own",9,34,63,9,2,517.888178237383,176.209640584141,222.926577012715,247.047911194364,102.15260782804,NA,NA,NA,NA
419,2,2323.02933308529,27000,"part time","Own",9,34,63,9,2,535.518110254073,254.307101673422,179.816658567406,351.042196486468,104.963865072491,NA,NA,NA,NA
419,3,2155.59483150719,27000,"part time","Own",9,34,63,9,2,527.573952000785,116.945538559404,195.685602386257,430.105607231618,90.0243630002966,NA,NA,NA,NA
419,4,2268.09793417342,27000,"part time","Own",9,34,63,9,2,348.827284381671,168.082989506685,204.229056482033,311.693438105154,85.4526335629629,NA,NA,NA,NA
419,5,2076.45579184173,27000,"part time","Own",9,34,63,9,2,435.652464940643,131.649858651885,169.512969979754,418.630685885112,35.1082653527133,NA,NA,NA,NA
419,6,2033.92095887102,27000,"part time","Own",9,34,63,9,2,270.466040928085,137.029324230428,121.503585711774,475.614925576846,27.1603884833934,NA,NA,NA,NA
419,7,2069.82250999426,27000,"part time","Own",9,34,63,9,2,495.440201447608,233.580600806902,107.588901550687,377.989949761833,85.206878048601,NA,NA,NA,NA
419,8,2249.91276219953,27000,"part time","Own",9,34,63,9,2,656.085105423231,126.329633067556,154.728537460675,449.687880928947,30.2581062757462,NA,NA,NA,NA
419,9,2298.99523094064,27000,"part time","Own",9,34,63,9,2,381.525005643738,204.850718410438,198.128647220599,244.180835117598,88.2817073057449,NA,NA,NA,NA
419,10,2408.71214907384,27000,"part time","Own",9,34,63,9,2,586.178887846712,273.538407832797,196.872598917714,436.634579582059,62.5554784285627,NA,NA,NA,NA
419,11,2273.26968389098,27000,"part time","Own",9,34,63,9,2,477.571551853148,157.191488419775,164.852225874492,373.47959296906,43.327088865962,NA,NA,NA,NA
419,12,2096.29551587859,27000,"part time","Own",9,34,63,9,2,521.636589910328,123.026505675993,207.55229082229,307.970976326852,90.4605830495892,6941.73597689951,22,"Major Purchase","Approved"
420,1,8294.13977079482,91000,"full time","Rented",7,51,76,8,13,2432.08792843238,1089.63074653732,731.512904042338,1397.49448411719,308.99169371582,NA,NA,NA,NA
420,2,6871.73782134196,91000,"full time","Rented",7,51,76,8,13,1305.14832550625,926.126793998333,377.969280762028,799.461448882308,130.673878925594,NA,NA,NA,NA
420,3,7852.16145537561,91000,"full time","Rented",7,51,76,8,13,1842.29680528402,1060.7388503865,443.405480176947,1625.0776068328,146.087942900948,NA,NA,NA,NA
420,4,8160.50022013175,91000,"full time","Rented",7,51,76,8,13,2219.90573525091,1007.64409741215,712.305691080159,1229.08680562677,302.203407804282,NA,NA,NA,NA
420,5,7178.69592902328,91000,"full time","Rented",7,51,76,8,13,1871.60546226827,746.146097625225,680.504862888528,937.941861753829,93.3177821565478,NA,NA,NA,NA
420,6,7498.85044021454,91000,"full time","Rented",7,51,76,8,13,1276.0739135714,932.836116158703,623.485843246928,1570.30883061031,313.476494860833,NA,NA,NA,NA
420,7,7000.87294329035,91000,"full time","Rented",7,51,76,8,13,779.781869029633,551.608472017918,593.800602580846,1463.41250909063,147.143405653274,NA,NA,NA,NA
420,8,7236.25672938457,91000,"full time","Rented",7,51,76,8,13,1077.66097166071,717.199870659587,613.331375755602,1173.10169784541,299.759963980221,NA,NA,NA,NA
420,9,7520.35591995033,91000,"full time","Rented",7,51,76,8,13,2103.25670401503,1062.56487357058,747.502971381832,755.031703595768,374.922510064277,NA,NA,NA,NA
420,10,7085.69621466644,91000,"full time","Rented",7,51,76,8,13,1304.10138309577,1055.84721260029,606.85213295361,1067.86907195415,329.0134113219,NA,NA,NA,NA
420,11,7247.99788279536,91000,"full time","Rented",7,51,76,8,13,1400.1745987526,684.978489569589,539.13474451959,953.210904529731,324.566960461329,NA,NA,NA,NA
420,12,8126.07600058739,91000,"full time","Rented",7,51,76,8,13,1406.17421446681,693.45604986772,690.040627780012,1134.3976614016,348.980133870516,7770.29563470278,9,"Medical Expenses","Approved"
421,1,4995.89180449645,56000,"full time","Own",20,89,29,7,2,886.419147627389,714.660909590235,483.975700658727,999.403042927847,231.417855983122,NA,NA,NA,NA
421,2,4508.33217278123,56000,"full time","Own",20,89,29,7,2,841.176915571289,603.56640251429,245.915064284661,716.125517743511,53.3371247457589,NA,NA,NA,NA
421,3,4715.66399876028,56000,"full time","Own",20,89,29,7,2,1110.80825443692,542.572981053846,385.828887004234,1177.61739623375,196.011415481791,NA,NA,NA,NA
421,4,4388.34595099712,56000,"full time","Own",20,89,29,7,2,1311.12025615841,267.528109100572,239.862426942619,739.738450209754,102.631447801197,NA,NA,NA,NA
421,5,4404.15356773883,56000,"full time","Own",20,89,29,7,2,1210.42952885677,330.075493860934,393.423740310769,826.830317821862,151.379317931509,NA,NA,NA,NA
421,6,4932.80063103884,56000,"full time","Own",20,89,29,7,2,939.11757556593,582.187941444298,474.403437566454,1231.9550620816,106.872590823362,NA,NA,NA,NA
421,7,4761.30398729195,56000,"full time","Own",20,89,29,7,2,632.81405009859,458.844660831817,305.365446153728,627.602586551671,118.548450775985,NA,NA,NA,NA
421,8,5092.64793787152,56000,"full time","Own",20,89,29,7,2,1010.80743892477,325.963761021226,420.327678257234,747.54435309152,248.093054246472,NA,NA,NA,NA
421,9,5021.88943919415,56000,"full time","Own",20,89,29,7,2,1303.76409375845,657.720569697004,301.098296470114,1163.83997769626,193.338233173049,NA,NA,NA,NA
421,10,4558.85520704712,56000,"full time","Own",20,89,29,7,2,749.569112787011,383.020072259474,434.836255719572,520.461367601104,50.0613783859771,NA,NA,NA,NA
421,11,4820.99959043165,56000,"full time","Own",20,89,29,7,2,885.972625137442,519.173231156838,326.299306590938,541.66794194456,99.202000719488,NA,NA,NA,NA
421,12,4479.15252844493,56000,"full time","Own",20,89,29,7,2,1313.29985387346,266.650801525204,337.996827003015,650.654415537796,53.1503174054142,5785.72333618067,19,"Home Improvement","Approved"
422,1,2383.47602534729,29000,"full time","Rented",5,85,95,15,2,392.810292560967,239.223047403167,176.145449905453,387.28165076871,42.2641207188636,NA,NA,NA,NA
422,2,2611.71270123062,29000,"full time","Rented",5,85,95,15,2,624.639429534886,144.420263395156,141.022063938196,590.514317340218,64.4069261555088,NA,NA,NA,NA
422,3,2440.00205738703,29000,"full time","Rented",5,85,95,15,2,441.940393247811,172.067181106015,128.185270618633,485.977052230027,88.0889603430628,NA,NA,NA,NA
422,4,2384.85638195416,29000,"full time","Rented",5,85,95,15,2,491.925042119924,320.395677197783,233.193709726363,563.470278992032,80.2827494492366,NA,NA,NA,NA
422,5,2487.27249441048,29000,"full time","Rented",5,85,95,15,2,512.045836475639,293.989065561876,139.216226190129,350.665025472135,118.377447095778,NA,NA,NA,NA
422,6,2567.33402432098,29000,"full time","Rented",5,85,95,15,2,611.467820800534,236.417533888699,252.291660986072,570.467859458386,30.8892099063732,NA,NA,NA,NA
422,7,2315.96305416121,29000,"full time","Rented",5,85,95,15,2,316.967091644954,299.733054050577,210.402130139172,457.647870480667,108.028106495818,NA,NA,NA,NA
422,8,2277.3433834586,29000,"full time","Rented",5,85,95,15,2,674.01220816602,164.090128934026,201.564716713327,506.775463837941,112.552020280011,NA,NA,NA,NA
422,9,2235.39215771016,29000,"full time","Rented",5,85,95,15,2,627.981715520984,134.765890627705,133.930420968072,506.424193563562,89.4863962302727,NA,NA,NA,NA
422,10,2558.72856158918,29000,"full time","Rented",5,85,95,15,2,595.024609596131,236.290589547558,136.985736866898,420.643771448277,39.4101360985167,NA,NA,NA,NA
422,11,2301.31079848701,29000,"full time","Rented",5,85,95,15,2,323.509161860472,236.827130396669,163.550872276623,419.339621499291,112.987890127709,NA,NA,NA,NA
422,12,2591.59221500934,29000,"full time","Rented",5,85,95,15,2,427.965931705679,172.064064783523,132.075419675407,357.98138665519,80.8532214453868,12052.598197828,6,"Debt Consolidation","Rejected"
423,1,7206.24005383191,79000,"full time","Rented",12,91,85,15,17,1271.63300482329,1065.88510257169,615.299287731295,1270.93784350114,197.350583987461,NA,NA,NA,NA
423,2,6745.50330589215,79000,"full time","Rented",12,91,85,15,17,1563.02155784053,602.476429288651,581.350612438133,1586.73973461945,208.407001558803,NA,NA,NA,NA
423,3,5983.02903564181,79000,"full time","Rented",12,91,85,15,17,1302.42719596102,426.722528282037,563.272897888117,1175.23549960413,198.729994133793,NA,NA,NA,NA
423,4,6661.51010575316,79000,"full time","Rented",12,91,85,15,17,1359.96391255601,410.897559421562,444.61331491896,1309.63761011265,89.4489408997991,NA,NA,NA,NA
423,5,6610.73994856949,79000,"full time","Rented",12,91,85,15,17,1949.66397200234,887.730771930319,556.140811211292,922.3837827957,69.8324576930924,NA,NA,NA,NA
423,6,6257.72921979272,79000,"full time","Rented",12,91,85,15,17,868.029113994836,611.693903704334,600.495673263323,747.006572768573,191.680208830966,NA,NA,NA,NA
423,7,6543.25209273181,79000,"full time","Rented",12,91,85,15,17,1664.68861362542,396.61192049256,513.583542697168,723.723275764276,142.956151725146,NA,NA,NA,NA
423,8,7132.69595332677,79000,"full time","Rented",12,91,85,15,17,1921.67193178837,584.742281174094,619.368584021282,1023.93778730148,135.449182528172,NA,NA,NA,NA
423,9,6147.57671631329,79000,"full time","Rented",12,91,85,15,17,1082.56012377233,664.088833622661,370.534323651441,724.900344180877,220.450764465526,NA,NA,NA,NA
423,10,6493.70794548498,79000,"full time","Rented",12,91,85,15,17,1533.35858344271,516.476766182509,434.719146914806,1120.87700610243,191.494578099472,NA,NA,NA,NA
423,11,6000.99191559711,79000,"full time","Rented",12,91,85,15,17,1500.22978576523,749.098004973676,527.835803951501,683.781751459218,216.5957959091,NA,NA,NA,NA
423,12,7150.83469836973,79000,"full time","Rented",12,91,85,15,17,2142.37102299632,921.684738755948,391.981596995288,1787.57177260949,180.279328062016,5440.75205688132,12,"Medical Expenses","Rejected"
424,1,7899.65499884759,94000,"part time","Own",2,80,4,7,13,1178.60312651824,1107.68563721221,521.146218459985,1084.52306294429,305.769365810836,NA,NA,NA,NA
424,2,7799.98361348795,94000,"part time","Own",2,80,4,7,13,1251.74199127753,938.040667801452,448.467507700322,1923.89210083574,324.858531979321,NA,NA,NA,NA
424,3,7294.38907185104,94000,"part time","Own",2,80,4,7,13,1907.81428693326,651.826704826482,584.738706371829,1636.36043736882,260.328624711262,NA,NA,NA,NA
424,4,7234.60587325196,94000,"part time","Own",2,80,4,7,13,1587.24428538064,527.737797512924,404.179017248421,909.527524281045,158.854773175876,NA,NA,NA,NA
424,5,7847.11289059681,94000,"part time","Own",2,80,4,7,13,821.545089424731,638.386858247273,724.401883728983,1446.71791470011,212.143685935083,NA,NA,NA,NA
424,6,8228.97773786293,94000,"part time","Own",2,80,4,7,13,1976.23429597535,554.385409917736,551.500405301906,1985.07902627779,247.346283638679,NA,NA,NA,NA
424,7,8459.90126481435,94000,"part time","Own",2,80,4,7,13,2235.64931695826,466.595517914395,843.552730594423,1381.67775127934,303.513435064861,NA,NA,NA,NA
424,8,7563.90108906198,94000,"part time","Own",2,80,4,7,13,2216.43813855916,626.589632958252,628.626218267362,1153.35055781599,83.8146482284034,NA,NA,NA,NA
424,9,7929.29609061684,94000,"part time","Own",2,80,4,7,13,1927.04764682435,651.586769306619,547.951218623891,1873.61543798273,375.471287143423,NA,NA,NA,NA
424,10,8314.12627855316,94000,"part time","Own",2,80,4,7,13,2087.26643437553,1073.08496373016,553.367182283441,850.18817697742,110.847198702247,NA,NA,NA,NA
424,11,8582.07295951433,94000,"part time","Own",2,80,4,7,13,2283.290340152,898.412060861522,774.542390627299,1115.96245460098,299.730495741924,NA,NA,NA,NA
424,12,8437.77421783501,94000,"part time","Own",2,80,4,7,13,1894.89078912022,1093.71812233322,516.84760906639,1232.75072184821,226.121675019473,8774.91846373305,19,"Debt Consolidation","Approved"
425,1,3424.3310368387,42000,"part time","Rented",12,8,18,14,13,658.822036833689,242.743334506071,294.204744633002,626.837601289796,111.520209599204,NA,NA,NA,NA
425,2,3657.57718954701,42000,"part time","Rented",12,8,18,14,13,894.511651426648,512.15992666235,250.212374267589,875.782658506938,173.98707099445,NA,NA,NA,NA
425,3,3415.68079846911,42000,"part time","Rented",12,8,18,14,13,786.979444982302,362.034125958648,274.478978361365,648.97806806345,60.5855997885927,NA,NA,NA,NA
425,4,3662.29516142048,42000,"part time","Rented",12,8,18,14,13,738.401473662649,208.505539648408,209.447722348295,533.093556188834,88.9968611781959,NA,NA,NA,NA
425,5,3265.56248939596,42000,"part time","Rented",12,8,18,14,13,974.670696258599,445.647629554328,300.855698347111,741.736635461637,111.462626681811,NA,NA,NA,NA
425,6,3403.27838403173,42000,"part time","Rented",12,8,18,14,13,348.764498697698,175.340776890444,337.369604611964,775.059769523331,39.4705211030487,NA,NA,NA,NA
425,7,3580.0029564416,42000,"part time","Rented",12,8,18,14,13,1027.61465913986,332.607916256512,224.514541150263,543.236984634126,66.8397978587896,NA,NA,NA,NA
425,8,3325.72509518359,42000,"part time","Rented",12,8,18,14,13,904.903129488237,252.746406005378,277.94248696845,674.838826032036,162.340028926374,NA,NA,NA,NA
425,9,3669.30739448871,42000,"part time","Rented",12,8,18,14,13,676.113424386197,386.555196752359,229.845094842472,724.821073532695,92.3269950859478,NA,NA,NA,NA
425,10,3615.93545484357,42000,"part time","Rented",12,8,18,14,13,915.171997870975,297.342669385991,278.990880482589,749.443563424115,46.9322848280805,NA,NA,NA,NA
425,11,3505.53958874661,42000,"part time","Rented",12,8,18,14,13,545.87467570801,417.994663963839,185.112956321443,351.238249983544,175.120117368809,NA,NA,NA,NA
425,12,3153.93341584131,42000,"part time","Rented",12,8,18,14,13,831.832229328006,470.737748993447,248.254414323152,567.679980223385,32.8703676995449,7358.35372889414,19,"Major Purchase","Approved"
426,1,4080.52890271259,52000,"part time","Rented",18,51,3,1,9,436.698049239584,457.869585374894,223.153426196752,640.710550023451,162.67478252402,NA,NA,NA,NA
426,2,4359.65789613935,52000,"part time","Rented",18,51,3,1,9,493.006844911395,452.120598667924,422.919396306123,785.829699815311,90.2967413954779,NA,NA,NA,NA
426,3,4273.12986038936,52000,"part time","Rented",18,51,3,1,9,1119.03420382253,332.098756666949,263.501877335179,1019.71490393439,144.187344130732,NA,NA,NA,NA
426,4,4516.09545489773,52000,"part time","Rented",18,51,3,1,9,712.369490859831,313.160098165797,414.637551450447,541.607226779348,119.000410572369,NA,NA,NA,NA
426,5,3963.64646799241,52000,"part time","Rented",18,51,3,1,9,1050.82318128682,547.28987523342,251.699773573754,718.376819200422,95.6380191170283,NA,NA,NA,NA
426,6,4442.40938991619,52000,"part time","Rented",18,51,3,1,9,802.164013909931,227.66337830021,295.987218386775,565.173224116561,214.676012352877,NA,NA,NA,NA
426,7,4120.77463458603,52000,"part time","Rented",18,51,3,1,9,1063.54598477572,478.199945417652,224.355907541343,559.142535710805,150.961311174953,NA,NA,NA,NA
426,8,4020.27240369158,52000,"part time","Rented",18,51,3,1,9,512.26762266151,339.325319079506,394.578364017177,482.151503844719,192.897908639417,NA,NA,NA,NA
426,9,4472.00022976225,52000,"part time","Rented",18,51,3,1,9,913.317596225706,532.248122648106,336.949273179069,563.915844881494,138.913969419282,NA,NA,NA,NA
426,10,4078.39850036738,52000,"part time","Rented",18,51,3,1,9,986.872540888097,426.339192959192,255.078157526368,476.462223284245,57.4874229119155,NA,NA,NA,NA
426,11,4649.67532168763,52000,"part time","Rented",18,51,3,1,9,533.058283615343,521.849675781561,265.735470667032,957.887606302356,231.260722240444,NA,NA,NA,NA
426,12,4397.05160868665,52000,"part time","Rented",18,51,3,1,9,1157.28652354152,401.848940414421,321.447128703789,1054.44722912675,63.036839126915,5069.62518327637,14,"Home Improvement","Approved"
427,1,2840.64263101512,34000,"full time","Own",7,72,62,13,15,640.594251536829,201.56914368346,267.161985080376,498.794564498767,56.008324542875,NA,NA,NA,NA
427,2,2717.18441193613,34000,"full time","Own",7,72,62,13,15,794.638642144607,231.439316380742,145.916818915189,643.948711409628,131.240317676032,NA,NA,NA,NA
427,3,2800.71170432493,34000,"full time","Own",7,72,62,13,15,576.861934154965,297.625445874849,202.081777547256,665.304209357689,115.388469702962,NA,NA,NA,NA
427,4,3049.66811566458,34000,"full time","Own",7,72,62,13,15,432.606721517496,455.21484507849,187.368974315904,534.244075485111,147.256995528422,NA,NA,NA,NA
427,5,2787.61345013045,34000,"full time","Own",7,72,62,13,15,387.869850302528,233.134386495829,163.951014612248,443.258511940173,70.3531731597517,NA,NA,NA,NA
427,6,2952.93960489798,34000,"full time","Own",7,72,62,13,15,371.56131942533,278.233216170563,234.679502049231,686.444631955742,34.3526815751543,NA,NA,NA,NA
427,7,2837.71939351379,34000,"full time","Own",7,72,62,13,15,718.961534447408,389.709002792369,198.062591284548,441.861236147084,64.6360212750172,NA,NA,NA,NA
427,8,2790.014566225,34000,"full time","Own",7,72,62,13,15,523.425302680186,252.494712437764,202.827562358572,630.099631290674,115.468586127827,NA,NA,NA,NA
427,9,3004.58142903323,34000,"full time","Own",7,72,62,13,15,660.299270367517,383.683110221012,286.469991141767,714.347788064316,129.199564177928,NA,NA,NA,NA
427,10,2631.37781699964,34000,"full time","Own",7,72,62,13,15,726.824015120736,144.416841218313,194.486268254633,432.926278951625,76.4804242310041,NA,NA,NA,NA
427,11,2647.65524026783,34000,"full time","Own",7,72,62,13,15,793.755950915122,392.155752740641,183.059184330039,294.864933302122,89.5629514393484,NA,NA,NA,NA
427,12,2609.69724265548,34000,"full time","Own",7,72,62,13,15,775.693546200086,258.776514903944,140.66602412331,296.804207496293,65.984252081993,25690.9069278743,6,"Medical Expenses","Rejected"
428,1,6573.53033614345,87000,"full time","Own",20,99,67,4,5,1847.00922418049,499.604086890571,612.241722402493,918.078353810926,150.388977252773,NA,NA,NA,NA
428,2,7382.20731097972,87000,"full time","Own",20,99,67,4,5,1990.09690262527,566.969785782351,441.309888191844,1779.1970991489,340.194517776685,NA,NA,NA,NA
428,3,7512.26090418641,87000,"full time","Own",20,99,67,4,5,955.394011933727,470.563755934088,722.10470961679,1265.92674250337,259.349515881902,NA,NA,NA,NA
428,4,7548.38684353745,87000,"full time","Own",20,99,67,4,5,1457.47558477683,525.367487045466,749.605345533599,770.329946697187,144.275157346745,NA,NA,NA,NA
428,5,7099.00442095241,87000,"full time","Own",20,99,67,4,5,1528.28065364122,903.117037611084,476.601796814927,846.992875826991,292.699973279597,NA,NA,NA,NA
428,6,6700.09888166096,87000,"full time","Own",20,99,67,4,5,1644.06735281146,663.440812542467,449.772334464008,697.989303713558,245.025133588554,NA,NA,NA,NA
428,7,7510.78820477706,87000,"full time","Own",20,99,67,4,5,1035.39088033903,853.480267322919,646.814930721824,1661.21431638154,219.650691710283,NA,NA,NA,NA
428,8,6545.39345189696,87000,"full time","Own",20,99,67,4,5,1632.95729117943,415.143082549605,376.151931037707,802.912880618529,103.496030997129,NA,NA,NA,NA
428,9,6869.42922339076,87000,"full time","Own",20,99,67,4,5,2058.12822332272,701.428095826803,536.133491495017,1680.71804666658,134.452784686213,NA,NA,NA,NA
428,10,7974.38976040576,87000,"full time","Own",20,99,67,4,5,1372.92250144293,541.819282434522,558.593535680001,1860.87492063961,84.999770243773,NA,NA,NA,NA
